AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Complain,Education,Income,Kidhome,Marital_Status,MntFishProducts,MntFruits,MntGoldProds,MntMeatProducts,MntSweetProducts,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Teenhome,Time_Customer,Response
0,0,0,0,0,71,0,Master,44551,0,Widow,0,4,66,33,0,182,1,2,5,4,7,24,1,11.616438356164384,0
0,0,0,0,0,52,0,2n Cycle,31163,1,Divorced,11,3,10,10,2,2,0,1,3,1,6,54,0,11.161643835616438,0
0,0,0,0,0,56,0,Graduation,69901,0,Divorced,102,21,149,206,92,312,3,3,10,7,5,95,1,11.873972602739727,0
0,0,1,0,0,54,0,PhD,86979,0,Divorced,65,100,35,835,83,584,5,1,5,5,2,67,0,11.43013698630137,1
1,0,0,1,1,42,0,PhD,92491,0,Married,29,44,22,935,25,979,5,1,12,7,3,71,0,11.95068493150685,1
0,0,0,0,0,50,0,Master,44319,1,Married,0,0,3,8,0,26,0,2,3,2,5,18,1,10.98904109589041,0
0,0,0,0,0,62,0,Graduation,30983,0,Single,12,4,49,50,1,51,0,1,3,4,8,50,0,12.424657534246576,1
0,0,0,0,0,35,0,Graduation,34412,1,Single,4,12,55,50,36,52,0,3,3,5,9,62,0,12.161643835616438,0
0,0,0,0,0,52,0,Graduation,34853,1,Single,2,3,2,15,3,9,0,2,3,2,6,75,1,11.304109589041095,0
0,0,0,0,0,53,0,Master,49854,1,Together,39,17,30,171,0,123,2,5,5,6,6,63,0,11.421917808219177,0
0,0,0,0,0,54,0,Master,44635,1,Divorced,0,0,3,9,0,56,0,2,3,2,7,25,1,11.504109589041096,0
0,0,0,0,0,55,0,Graduation,19656,1,Together,6,4,32,9,8,25,1,3,3,2,7,94,0,12.175342465753424,0
0,0,0,0,0,62,0,Graduation,33378,1,Divorced,3,6,10,40,7,33,0,3,4,2,7,38,1,12.180821917808219,0
1,0,0,1,1,72,0,Graduation,94384,0,Together,160,24,172,790,45,1111,8,0,5,5,2,62,0,12.10958904109589,1
0,0,0,0,0,45,0,Graduation,50183,1,Married,13,12,15,84,10,97,1,7,6,3,5,47,1,10.8,0
0,0,0,0,0,41,0,Graduation,31761,1,Married,16,1,28,20,14,19,0,2,4,3,5,96,0,11.021917808219179,0
0,0,0,0,0,51,0,PhD,34596,1,Married,0,0,7,2,0,14,0,1,2,1,8,48,0,12.0,1
0,0,0,0,0,63,0,Graduation,37859,1,Divorced,2,1,2,8,1,22,0,2,3,1,8,75,2,12.24931506849315,0
0,0,0,0,0,42,0,Graduation,30096,1,Married,12,3,9,11,5,5,0,1,3,2,6,30,0,10.893150684931507,0
0,0,0,0,0,39,0,Graduation,78394,0,Together,216,27,166,697,24,298,6,1,5,4,2,13,0,12.156164383561643,1
0,0,0,0,0,53,0,Graduation,30467,1,Married,2,3,5,8,5,1,0,1,2,1,7,8,0,11.068493150684931,0
0,0,0,0,0,60,0,Graduation,44375,0,Married,7,5,41,28,7,213,1,1,6,4,5,73,1,11.057534246575342,0
0,0,0,0,0,63,0,PhD,33419,0,Single,0,0,18,12,0,56,0,2,4,2,7,76,1,11.654794520547945,0
0,0,0,0,1,73,0,Graduation,83844,0,Together,75,31,191,345,31,901,4,1,11,4,1,57,0,11.92054794520548,0
1,0,0,0,1,50,0,PhD,79174,0,Married,193,37,129,518,92,1074,6,1,7,5,2,2,0,12.252054794520548,1
0,0,0,1,1,78,0,Master,77632,0,Together,0,105,147,758,42,1200,2,1,6,4,2,73,0,12.093150684931507,1
0,0,0,1,0,81,0,PhD,55614,0,Divorced,8,13,26,131,0,504,4,1,6,9,7,85,0,11.375342465753425,0
0,0,0,0,0,50,0,PhD,52614,0,Single,12,0,38,142,9,789,4,2,8,2,8,63,1,12.364383561643836,0
0,0,0,0,0,72,0,Master,65569,0,Married,20,46,70,288,38,397,5,2,10,6,3,96,1,12.435616438356165,0
0,0,0,0,0,76,0,PhD,67911,0,Together,63,0,0,356,28,529,7,3,11,6,3,63,1,10.893150684931507,0
0,0,0,0,0,57,0,PhD,55954,0,Married,0,0,43,28,0,447,2,3,6,8,7,63,1,11.112328767123287,0
0,0,0,0,0,49,0,Graduation,30992,1,Divorced,7,0,2,14,3,17,0,1,3,1,7,83,0,11.975342465753425,0
0,0,0,0,0,32,0,Graduation,72354,0,Single,220,26,182,473,12,315,10,1,6,2,1,67,0,11.98904109589041,0
0,0,0,1,0,71,0,Graduation,32144,1,Together,0,0,3,10,0,41,1,4,3,2,7,76,1,11.057534246575342,0
0,0,0,0,0,74,0,Master,47352,0,Together,8,12,15,112,0,172,1,4,5,6,7,70,1,12.005479452054795,0
0,0,0,0,0,67,0,PhD,65488,0,Together,36,45,54,207,18,603,4,1,6,3,1,46,0,10.832876712328767,0
0,0,0,0,0,75,0,PhD,54432,2,Married,0,0,0,5,0,33,0,1,3,1,4,37,1,11.92876712328767,0
0,0,0,0,0,59,0,Graduation,70713,0,Together,82,114,190,279,76,736,6,6,8,5,3,23,1,12.35890410958904,0
0,0,0,0,0,56,0,Graduation,57731,0,Single,65,21,44,300,8,266,8,4,6,8,6,0,1,12.386301369863014,0
0,0,1,0,1,39,0,Graduation,71952,1,Married,52,80,93,455,107,656,4,2,8,8,4,93,0,12.254794520547945,0
0,0,0,0,0,66,0,Graduation,42243,1,Married,0,0,5,2,0,48,0,2,3,2,7,34,1,11.336986301369864,0
0,0,0,0,0,54,0,Graduation,38590,1,Together,4,1,3,8,3,3,0,1,2,1,8,65,0,11.912328767123288,0
1,0,1,0,1,66,0,Master,77520,0,Married,0,44,58,396,88,940,7,1,7,8,4,30,1,11.624657534246575,1
0,0,0,0,0,59,0,Graduation,33279,0,Single,0,3,0,3,0,10,0,1,3,0,3,29,0,10.835616438356164,0
0,0,0,0,0,47,0,Graduation,30168,1,Single,0,20,27,66,12,154,1,7,4,6,9,51,0,12.101369863013698,0
0,0,0,0,0,54,0,Graduation,91700,0,Single,125,172,19,961,115,576,6,1,5,8,3,58,0,12.235616438356164,1
0,0,0,1,1,70,0,PhD,75261,0,Together,23,17,17,413,34,1239,6,1,5,5,2,17,0,11.972602739726028,1
0,0,0,1,0,63,0,Master,45183,0,Single,12,3,12,60,9,219,1,1,7,4,7,33,0,12.227397260273973,0
0,0,0,0,0,60,0,Graduation,72190,0,Married,172,166,249,597,166,597,6,1,4,5,3,79,0,12.161643835616438,0
0,0,0,0,0,73,0,Graduation,47958,0,Single,15,11,22,88,3,268,3,2,5,6,5,8,1,12.23013698630137,0
0,0,0,0,0,46,0,Graduation,75507,0,Together,104,93,80,374,80,709,6,1,6,8,3,56,0,10.947945205479453,0
0,0,0,0,0,38,0,Graduation,46923,1,Single,102,44,6,54,78,85,1,3,7,5,7,90,0,12.64109589041096,0
0,0,0,0,0,52,0,Master,27159,1,Married,0,0,1,3,0,17,0,2,3,1,6,33,1,11.04109589041096,0
0,1,1,0,1,61,0,PhD,64140,0,Divorced,0,0,215,61,15,1459,5,5,6,2,5,71,2,11.553424657534247,1
0,0,0,0,0,57,0,Graduation,34916,2,Together,33,23,42,82,0,51,1,4,3,5,9,89,0,11.912328767123288,0
0,0,0,0,0,63,0,Graduation,56181,0,Married,8,103,48,69,44,121,2,1,7,4,4,6,1,12.26027397260274,0
0,0,0,0,0,44,0,2n Cycle,42395,1,Single,24,13,25,57,15,48,1,4,4,3,7,35,1,11.024657534246575,0
0,0,0,0,0,51,0,PhD,79632,0,Together,99,0,12,510,21,471,4,1,9,6,2,42,0,11.013698630136986,0
0,0,0,0,0,68,0,Graduation,43140,0,Married,6,8,11,76,0,134,1,1,5,4,6,68,1,12.26849315068493,0
0,0,0,0,0,69,0,Graduation,26150,2,Divorced,3,1,1,13,5,5,0,1,3,1,7,61,1,12.09041095890411,0
0,0,0,0,0,56,0,Master,43142,1,Married,2,1,4,7,1,5,0,1,2,1,7,84,1,11.147945205479452,0
0,0,0,0,0,47,0,Graduation,65819,0,Married,149,38,63,701,165,267,4,1,10,5,3,99,0,12.36986301369863,0
0,0,0,0,0,49,0,Graduation,79941,0,Single,227,164,174,266,30,123,4,1,9,2,1,72,0,10.791780821917808,0
0,0,0,0,0,76,0,PhD,35946,1,Divorced,0,0,0,3,0,8,0,1,3,0,5,24,1,11.542465753424658,0
0,0,0,0,0,56,0,Graduation,38361,1,Together,20,0,14,56,8,39,1,3,3,3,7,74,0,11.293150684931506,0
0,0,0,0,0,76,0,Graduation,38823,0,Together,2,0,23,11,8,70,1,1,3,2,6,56,1,12.61917808219178,0
0,0,0,0,0,58,0,Master,32557,1,Single,0,3,10,29,4,34,1,3,3,2,5,13,0,11.131506849315068,1
0,0,0,0,0,80,0,PhD,70356,0,Married,43,16,33,249,16,1349,6,2,9,10,6,20,0,12.435616438356165,0
0,0,0,0,0,62,0,Graduation,54414,1,Together,24,18,18,16,26,109,1,4,5,3,4,49,1,12.219178082191782,0
0,0,0,1,0,57,0,Graduation,73455,0,Widow,186,61,20,757,163,901,5,1,10,6,3,98,0,11.457534246575342,0
0,0,0,0,0,125,1,2n Cycle,36640,1,Divorced,7,6,25,8,4,15,1,1,2,2,5,99,0,11.545205479452054,0
0,0,0,0,0,56,0,Graduation,48752,1,Married,71,57,0,100,15,73,1,5,5,6,9,8,1,12.334246575342465,1
0,0,0,0,0,43,0,PhD,70038,0,Together,71,54,130,348,54,587,4,1,8,4,2,54,0,11.465753424657533,0
0,0,0,0,0,50,0,2n Cycle,34984,1,Together,3,4,3,15,5,8,0,2,3,1,7,40,1,12.6,0
0,0,0,0,0,59,0,PhD,69759,0,Single,13,20,0,514,30,452,6,3,5,4,3,38,0,11.457534246575342,1
0,0,1,0,0,47,0,Master,43783,1,Married,25,9,139,125,4,327,1,6,8,7,7,22,0,10.873972602739727,0
0,0,0,0,0,38,0,Graduation,7500,0,Married,4,2,5,3,1,0,0,1,3,0,6,94,0,12.257534246575343,0
1,0,0,0,0,65,0,PhD,76045,0,Single,17,53,0,400,93,760,5,1,11,4,2,78,0,11.408219178082192,0
1,0,0,1,1,56,0,Graduation,80952,0,Married,41,178,44,689,27,778,5,1,11,8,8,20,0,12.12054794520548,1
0,0,0,0,0,68,0,Graduation,62187,0,Married,45,0,126,275,45,792,8,1,5,4,3,49,0,11.772602739726027,0
0,0,0,0,0,53,0,Graduation,40321,1,Married,6,4,27,21,0,44,0,2,3,3,7,59,1,11.706849315068494,0
0,0,0,1,0,65,0,Master,98777,0,Single,125,19,38,711,115,1000,6,0,9,4,1,23,0,11.150684931506849,0
0,0,0,0,0,63,0,PhD,54693,0,Married,23,17,35,142,26,686,4,8,13,6,6,72,1,12.150684931506849,0
0,0,0,0,0,60,0,PhD,47025,1,Divorced,0,0,1,3,0,16,0,1,2,1,7,6,1,11.172602739726027,0
0,0,0,0,0,58,0,Graduation,70647,0,Divorced,25,85,114,171,123,561,7,2,13,4,2,65,1,12.558904109589042,0
0,0,0,0,0,55,0,2n Cycle,62466,0,Married,168,129,83,259,121,129,3,5,12,6,4,13,1,11.241095890410959,0
0,0,0,0,0,62,0,PhD,66313,0,Together,10,7,7,99,22,625,3,2,12,6,4,86,1,11.572602739726028,0
0,0,0,0,0,74,0,Graduation,40689,0,Together,39,3,99,27,6,270,1,7,5,7,8,69,1,12.07123287671233,0
0,0,0,1,0,59,0,Graduation,63810,0,Single,16,12,101,253,12,977,3,4,12,4,8,45,1,12.419178082191781,0
0,0,0,0,0,54,0,PhD,47111,0,Widow,120,71,41,153,112,595,2,6,10,3,9,35,1,12.594520547945205,0
0,0,0,0,0,67,0,PhD,74250,0,Together,75,11,0,392,0,680,11,1,4,2,1,90,0,11.210958904109589,0
0,0,1,0,0,58,0,PhD,77766,0,Married,115,59,27,265,59,1004,10,2,11,11,6,97,1,12.136986301369863,1
0,0,1,0,0,68,0,Graduation,73803,0,Married,52,80,174,363,26,833,5,2,6,9,6,61,1,12.698630136986301,1
1,0,0,1,1,57,0,Graduation,75693,0,Divorced,72,153,30,293,97,797,4,1,6,11,4,10,0,12.35068493150685,1
0,0,0,0,1,51,0,Graduation,83145,0,Together,39,35,114,731,137,777,9,1,11,5,2,14,0,12.556164383561644,1
0,0,0,0,0,53,0,2n Cycle,24884,1,Married,0,6,3,7,0,3,0,1,3,0,7,32,0,12.36986301369863,0
0,0,1,0,0,35,0,Graduation,64509,0,Single,24,185,77,575,25,836,3,1,9,6,4,19,0,11.654794520547945,1
0,0,0,0,0,37,1,2n Cycle,15716,1,Married,8,5,26,30,7,16,0,3,4,3,8,8,0,12.416438356164383,0
0,0,0,0,0,47,0,Graduation,22775,1,Together,0,1,1,8,0,5,0,1,2,1,8,40,0,11.816438356164383,0
0,1,0,1,0,56,0,PhD,55212,0,Married,0,0,34,45,0,1103,2,3,11,4,8,65,1,12.386301369863014,0
0,0,0,0,0,59,0,Graduation,37758,1,Together,0,2,1,10,0,27,0,2,3,1,8,49,1,12.523287671232877,0
1,0,0,1,1,42,0,Graduation,101970,0,Single,44,27,168,102,72,722,8,0,13,6,2,69,0,12.087671232876712,1
0,0,0,0,0,46,0,Graduation,2447,1,Married,1,1,1,1725,1,1,28,15,0,0,1,42,0,12.265753424657534,0
0,0,0,0,0,48,0,Graduation,22108,1,Married,6,3,6,9,2,5,0,2,3,2,7,46,1,10.931506849315069,0
0,0,0,1,0,65,0,Graduation,47916,0,Widow,0,0,75,26,0,505,4,5,6,7,6,72,1,12.389041095890411,0
0,0,1,0,0,40,0,Graduation,21355,1,Married,0,13,31,14,5,5,1,2,2,2,6,5,0,11.646575342465754,1
0,0,0,0,0,38,0,Graduation,23442,1,Single,8,0,5,6,6,2,0,1,3,1,7,71,0,12.301369863013699,0
1,0,0,0,0,61,0,Graduation,60597,0,Married,32,0,66,257,16,522,2,4,8,2,7,2,1,11.27945205479452,1
0,0,0,0,0,58,0,Graduation,44931,0,Together,0,0,7,11,0,78,1,1,3,2,5,0,1,11.232876712328768,0
0,0,0,1,0,55,0,Graduation,40548,0,Together,2,0,3,5,0,110,1,2,4,2,5,31,1,12.506849315068493,0
0,0,0,0,0,65,0,Basic,22123,0,Widow,34,3,31,24,7,3,1,1,3,2,5,77,0,11.046575342465754,0
0,0,0,0,0,57,0,Graduation,58554,1,Together,38,24,88,68,0,368,2,6,6,8,7,55,1,12.545205479452054,0
0,0,0,0,0,56,0,Graduation,38361,1,Together,20,0,14,56,8,39,1,3,3,3,7,74,0,11.293150684931506,0
0,0,1,0,0,71,0,Graduation,53103,0,Together,11,17,195,133,0,729,6,5,7,10,7,70,1,11.583561643835617,0
0,0,0,0,1,52,0,Graduation,79593,0,Married,110,60,145,568,133,350,6,1,7,5,2,70,0,10.92054794520548,0
1,1,0,1,1,66,0,Graduation,87771,0,Together,50,38,33,287,57,1492,10,1,4,5,6,61,1,11.893150684931507,1
0,0,0,0,0,42,0,Graduation,28427,1,Together,3,3,6,19,3,18,0,2,3,2,8,67,0,12.063013698630137,0
0,0,0,0,0,49,0,Graduation,46310,1,Divorced,15,2,14,88,5,185,1,2,5,6,8,99,0,12.35890410958904,0
0,0,1,0,0,62,0,Graduation,80124,0,Married,205,84,241,398,84,483,7,1,8,3,1,47,0,10.797260273972602,0
0,0,0,0,0,63,0,PhD,27238,1,Single,0,0,3,17,0,37,0,3,3,3,9,39,1,11.98082191780822,0
0,0,0,0,0,47,0,2n Cycle,26224,1,Married,13,7,15,15,9,4,1,3,3,2,6,39,0,11.857534246575343,0
0,0,0,0,0,68,0,Graduation,58138,0,Single,172,88,88,546,88,635,10,3,4,8,7,58,0,12.605479452054794,1
0,0,0,0,0,54,0,Master,39791,0,Married,13,15,21,27,13,85,1,2,4,3,7,89,1,12.043835616438356,0
0,0,0,0,0,62,0,Graduation,34213,1,Widow,6,4,26,28,3,50,1,3,2,3,9,2,1,12.597260273972603,1
0,0,0,0,0,36,0,PhD,33996,0,Single,8,2,6,15,0,40,1,1,3,1,4,46,0,11.586301369863014,0
0,0,0,0,0,60,0,Graduation,4861,0,Divorced,1,1,1,1,0,2,0,0,0,0,14,20,0,10.808219178082192,0
0,0,0,0,0,62,0,Graduation,80695,0,Single,193,129,18,984,37,557,8,1,5,5,2,85,0,11.287671232876713,0
0,0,0,1,0,59,0,Graduation,44529,0,Married,17,13,26,91,6,538,2,6,11,6,5,98,1,11.772602739726027,0
0,0,0,0,0,70,1,Graduation,65748,0,Together,95,73,34,93,78,172,4,2,10,2,1,58,1,11.994520547945205,0
0,0,0,0,0,62,0,PhD,4023,1,Married,1,0,1,1,1,5,0,15,0,0,19,29,1,10.805479452054794,0
0,0,0,0,0,58,0,Graduation,32474,1,Together,0,0,0,1,0,10,0,1,2,1,7,0,1,10.923287671232877,0
0,0,0,0,0,62,0,PhD,52278,0,Widow,0,0,174,71,0,953,5,6,10,10,8,24,1,12.213698630136987,0
0,0,0,0,0,64,0,Graduation,45938,0,Single,62,11,29,178,83,273,4,2,6,8,6,46,0,11.441095890410958,0
0,0,0,0,0,74,0,PhD,53312,0,Married,0,0,25,12,0,241,1,1,5,5,7,32,0,11.676712328767124,0
0,0,0,0,0,73,0,2n Cycle,57247,0,Together,37,4,6,32,54,99,1,2,7,2,2,50,1,11.67945205479452,0
0,0,0,0,0,72,0,Graduation,34587,1,Together,2,2,2,9,0,7,0,2,3,1,4,68,1,10.90958904109589,0
0,0,0,0,0,52,0,Graduation,32300,1,Married,6,3,6,6,5,13,0,1,3,1,8,1,0,12.273972602739725,0
0,0,0,0,0,36,0,Basic,25443,1,Married,8,4,7,3,9,1,0,1,3,1,8,82,0,12.306849315068494,0
1,0,0,0,1,74,0,Graduation,94642,0,Married,106,143,143,797,143,879,7,0,9,5,1,35,0,11.164383561643836,0
0,0,0,0,0,70,0,Graduation,38946,0,Together,6,6,41,82,6,116,1,2,6,3,5,84,1,11.468493150684932,0
0,0,0,0,0,54,0,Graduation,40851,1,Divorced,0,1,24,7,4,23,1,1,2,1,7,63,1,12.139726027397261,0
0,0,0,0,0,41,0,Graduation,24570,1,Married,11,34,44,62,14,28,0,3,4,4,9,97,0,12.123287671232877,0
0,0,0,0,0,49,0,Graduation,47025,0,Single,20,7,26,108,0,254,3,3,5,6,6,52,1,11.43013698630137,0
0,0,0,0,0,37,0,Graduation,66951,0,Single,173,162,124,305,76,277,4,1,7,3,1,46,0,11.443835616438356,0
0,0,0,0,0,51,0,PhD,31560,1,Single,4,1,7,20,0,62,1,2,3,2,8,98,0,11.802739726027397,0
0,0,0,0,0,44,0,Master,36143,1,Single,0,0,6,1,0,12,1,1,2,0,3,33,0,11.038356164383561,0
0,0,0,0,0,63,0,Graduation,86111,0,Married,36,28,126,756,40,399,7,1,10,5,2,73,0,11.983561643835616,0
0,0,0,0,0,53,0,Graduation,59868,0,Together,54,51,154,154,10,771,2,7,12,11,6,37,1,11.726027397260275,0
0,0,0,0,0,70,0,Graduation,58275,1,Widow,56,10,64,253,43,189,2,6,7,8,7,48,1,11.863013698630137,0
0,0,0,0,0,65,0,Graduation,70971,0,Together,93,17,17,572,125,1001,11,7,5,11,7,28,1,12.558904109589042,1
0,0,0,0,0,58,0,2n Cycle,47821,1,Together,6,0,10,16,6,9,0,1,3,1,8,54,1,11.479452054794521,0
0,0,0,0,0,74,0,Graduation,57304,0,Married,138,80,106,329,17,356,6,2,10,7,5,61,1,12.09041095890411,0
0,0,0,0,0,43,0,2n Cycle,23616,1,Single,3,22,32,11,7,4,0,2,3,3,8,76,0,12.402739726027397,1
0,0,1,0,0,53,0,Graduation,77044,0,Together,50,38,76,242,34,625,11,2,11,7,4,12,1,11.46027397260274,0
0,0,0,0,0,56,0,PhD,69476,0,Together,63,86,67,559,9,260,6,1,4,4,2,3,0,11.534246575342467,0
0,0,0,0,0,56,0,Graduation,4428,0,Married,2,4,321,12,4,16,0,0,0,25,1,0,1,11.520547945205479,0
0,0,0,1,1,77,0,Master,83790,0,Married,42,16,16,417,48,1076,10,1,6,8,3,81,0,11.408219178082192,0
0,0,0,0,1,35,0,Graduation,96843,0,Single,40,71,17,951,17,448,11,1,10,6,2,60,0,11.972602739726028,1
0,0,0,0,0,53,0,PhD,55260,0,Single,11,8,242,53,0,825,10,2,5,8,6,81,1,12.334246575342465,0
0,0,1,0,0,47,0,Graduation,38136,1,Married,0,15,33,27,20,8,1,2,2,3,8,69,0,11.975342465753425,0
0,0,0,0,0,49,0,Graduation,12571,1,Divorced,2,5,17,14,12,3,1,4,3,3,6,86,0,11.232876712328768,0
0,0,0,0,0,45,0,Graduation,30828,1,Single,2,11,12,15,0,16,1,2,4,1,3,16,0,11.523287671232877,0
0,0,0,0,0,51,0,2n Cycle,45894,0,Married,0,2,13,7,2,27,0,1,3,1,5,15,2,11.123287671232877,0
0,0,0,0,0,74,0,Master,73705,0,Widow,258,91,107,520,107,612,6,2,8,9,5,86,2,11.106849315068493,0
0,0,0,0,0,41,0,Basic,25707,1,Single,3,6,3,2,6,1,0,1,3,1,7,18,0,11.232876712328768,0
0,0,0,0,0,67,0,2n Cycle,75342,0,Single,21,97,26,97,118,204,2,1,10,5,4,38,1,11.936986301369863,0
0,0,0,0,0,66,0,Graduation,71367,0,Together,42,23,75,389,21,227,5,1,7,4,2,24,0,11.638356164383561,0
0,0,0,1,0,73,0,Graduation,69142,0,Divorced,6,4,39,34,4,448,1,3,7,8,5,50,1,10.789041095890411,0
0,0,0,0,1,42,0,PhD,90687,0,Divorced,23,17,51,672,34,982,2,1,8,6,2,98,0,11.893150684931507,1
0,0,0,0,0,66,0,Master,34242,0,Married,0,2,1,4,0,8,0,1,3,0,5,25,1,11.057534246575342,0
0,0,0,1,0,68,0,Graduation,47743,0,Married,0,2,20,43,12,198,1,3,6,4,6,56,1,12.06027397260274,0
0,0,0,0,0,64,0,Graduation,60544,1,Married,3,2,35,43,5,201,1,4,5,5,6,92,1,12.632876712328768,0
0,0,0,0,0,51,0,Graduation,33590,2,Together,0,0,2,2,0,4,0,1,2,1,7,65,1,11.441095890410958,0
0,0,0,0,0,65,0,Master,83151,0,Together,120,28,18,100,74,407,9,1,4,5,3,93,0,12.506849315068493,0
0,0,0,0,0,78,0,Master,78093,0,Together,13,32,10,639,43,368,7,1,5,4,1,53,0,11.336986301369864,0
1,0,1,0,1,36,0,Master,88420,0,Together,99,153,153,612,95,957,7,1,8,4,1,87,0,10.947945205479453,0
0,0,0,0,0,55,0,Graduation,64713,1,Divorced,13,60,54,241,54,180,5,2,7,5,4,11,0,11.178082191780822,1
0,0,0,0,0,60,0,Graduation,33456,1,Together,8,3,7,10,1,7,0,2,3,1,7,58,1,10.978082191780821,0
0,0,1,0,0,41,0,Graduation,36108,1,Single,3,8,47,129,11,141,1,3,4,7,9,68,0,11.493150684931507,0
0,0,0,0,0,33,0,Graduation,75114,0,Together,63,12,24,523,60,571,10,1,5,3,2,40,0,11.43013698630137,0
0,0,0,0,0,65,0,Graduation,62204,0,Divorced,151,46,139,247,46,317,5,1,12,4,3,38,2,12.583561643835617,0
0,0,0,1,0,43,0,2n Cycle,74116,0,Single,145,111,166,704,55,871,4,1,10,4,2,53,0,11.284931506849315,0
0,0,0,0,0,69,0,Master,55284,0,Single,0,7,63,140,7,547,5,3,8,7,5,60,1,12.301369863013699,0
0,0,0,0,0,69,0,PhD,54998,0,Single,39,22,8,202,30,154,2,5,9,4,4,3,1,12.093150684931507,1
0,0,0,0,0,63,0,Graduation,63887,0,Divorced,15,23,92,207,11,897,6,5,12,9,6,38,1,12.594520547945205,0
0,0,0,0,0,72,0,Graduation,53653,0,Widow,28,10,108,239,10,815,4,2,12,10,6,29,0,12.43013698630137,0
0,0,0,0,0,58,0,Graduation,22574,2,Married,2,0,2,8,0,25,0,2,3,2,7,28,1,11.457534246575342,0
0,0,0,0,0,49,0,Master,34529,1,Married,3,6,41,38,6,68,2,2,3,2,7,94,0,12.578082191780823,0
0,0,0,0,0,44,0,Graduation,56386,1,Together,13,48,75,214,32,230,1,8,7,9,9,51,1,12.46027397260274,0
0,0,0,0,0,42,1,Master,31788,1,Single,0,7,6,23,8,16,0,3,4,3,5,15,0,11.065753424657535,0
0,0,0,0,0,67,0,Basic,15056,1,Single,21,12,40,3,6,6,2,5,3,2,5,76,1,11.945205479452055,0
0,0,0,0,1,46,0,Graduation,90300,0,Together,33,134,57,786,134,594,6,0,8,5,1,7,0,11.273972602739725,0
0,0,0,0,0,62,0,Graduation,22419,0,Married,19,3,42,47,21,30,2,1,2,3,8,74,0,11.986301369863014,0
1,0,0,0,0,71,0,PhD,74637,0,Single,146,64,16,464,0,960,9,1,9,6,3,73,0,11.904109589041095,0
0,0,0,0,0,58,0,PhD,36947,1,Married,4,3,29,21,1,88,0,4,4,3,9,49,1,12.682191780821919,0
0,0,0,0,0,77,0,PhD,45072,1,Divorced,7,2,30,99,2,144,1,5,4,6,8,74,2,11.490410958904109,0
0,0,0,0,0,66,0,Graduation,18690,0,Married,23,1,19,7,4,6,1,1,2,1,8,77,0,12.29041095890411,0
0,0,0,0,0,46,0,Master,45057,1,Married,3,0,3,7,0,37,0,1,3,2,5,80,0,11.364383561643836,0
0,0,0,0,0,48,0,Graduation,54809,1,Married,13,6,22,57,13,63,1,4,5,2,4,0,1,11.586301369863014,1
0,0,1,0,0,50,0,Master,37368,1,Married,2,2,10,11,2,3,0,1,2,1,6,4,0,11.323287671232876,0
0,0,0,0,0,43,0,Graduation,63211,0,Married,205,193,145,459,26,145,8,2,7,3,2,3,0,12.443835616438356,1
0,0,0,1,0,43,0,2n Cycle,58582,0,Together,101,35,42,106,77,402,2,2,9,9,5,15,1,11.53972602739726,0
0,0,0,0,0,61,0,PhD,46910,1,Together,0,0,6,14,0,48,0,2,3,2,6,36,1,11.057534246575342,0
0,0,0,0,0,59,0,Graduation,37758,1,Together,0,2,1,10,0,27,0,2,3,1,8,49,1,12.523287671232877,0
0,0,0,0,0,55,0,Master,79419,0,Together,20,127,31,687,15,751,6,1,4,4,2,96,0,10.808219178082192,0
0,0,0,0,0,39,0,Graduation,26816,0,Single,3,1,3,6,4,5,0,1,3,0,4,50,0,12.654794520547945,0
0,0,0,0,0,73,0,Master,8820,1,Single,4,0,4,13,2,12,0,4,3,3,8,52,1,12.06027397260274,0
0,0,0,0,0,50,0,Graduation,58330,0,Widow,104,53,151,213,98,445,4,1,13,6,4,87,1,11.2986301369863,0
0,0,0,0,0,62,0,PhD,54072,1,Married,0,0,0,4,0,35,0,1,2,2,8,71,1,11.712328767123287,0
0,0,0,0,0,50,0,Master,54730,0,Married,4,3,56,17,7,318,1,5,8,4,4,64,1,11.66027397260274,0
0,0,0,0,0,40,0,Master,40101,1,Together,26,3,62,129,24,171,1,4,6,6,7,73,0,12.495890410958904,0
0,0,1,0,0,56,0,PhD,53374,0,Together,13,10,34,101,10,896,2,6,9,4,9,34,1,12.657534246575343,1
0,0,0,0,0,56,0,Graduation,43638,0,Widow,7,10,19,83,19,63,1,2,4,4,7,37,1,12.684931506849315,0
0,0,0,0,0,52,0,Graduation,24639,1,Married,0,3,1,16,4,20,0,3,4,2,6,3,1,11.205479452054794,0
0,0,0,0,0,54,0,PhD,60491,0,Married,12,47,76,237,19,637,11,4,7,6,5,81,1,11.6,0
0,0,0,0,0,63,0,Master,58646,0,Married,6,1,22,44,5,62,1,1,4,2,4,3,1,11.841095890410958,0
0,0,0,0,0,52,0,Graduation,71128,1,Divorced,20,159,31,447,0,958,10,3,12,2,7,80,0,12.517808219178082,0
0,0,0,0,0,45,0,2n Cycle,31859,1,Single,15,4,11,7,8,3,0,1,3,1,7,3,0,11.123287671232877,0
0,0,0,0,0,54,0,Graduation,30372,1,Widow,7,0,7,12,3,15,0,3,3,2,7,33,1,12.2986301369863,0
